game_id,game_name,developer_name,package_name,genre,sub_genre,monetization_model,contains_ads,has_in_app_purchases,multiplayer_support,age_rating,art_style,engine_used,region_focus,publisher_tier,event_theme,release_date,soft_launch_date,last_update_date,was_featured_on_store,featured_start_date,featured_end_date,price_usd,downloads,retention_day1_pct,retention_day7_pct,retention_day30_pct,active_users_30d,avg_session_minutes,avg_daily_sessions,crash_rate_pct,apk_size_mb,update_frequency_days,rating_avg,rating_count,review_count,marketing_spend_usd,cpi_usd,conversion_to_payer_pct,ad_impressions_per_user,ad_revenue_share_pct,iap_revenue_share_pct,arpu_usd,arppu_usd,wishlist_prelaunch,total_revenue_usd,is_weekend_release,has_seasonal_event,cross_platform_available,cloud_save_support,is_hit_game,post_30d_revenue_usd,post_30d_rating_count,featured_duration_days,store_platform,country_code_primary,row_checksum_id
3363,Game_3363_Quest,Studio_1573,com.studio561.game3363,Strategy,Auto Chess,Freemium,No,Yes,Online,Everyone,3D Realistic,Unity,Europe,Indie,Summer Fest,2025-03-08,2024-12-15,2027-01-18,False,,,0.0,165311,26.77,19.98,9.05,9328,26.62,4.87,1.14,193.36,38.0,3.82,10585,8922,13430.12,0.65,1.41,9.19,5.88,100.0,0.67,8.29,1814,19580.21,True,True,False,False,0,14466.62,13903,,Android,IN,CHK_103362
7318,Game_7318_Saga,Studio_350,com.studio2190.game7318,Casual,Idle Clicker,Paid,Yes,Yes,Online,Teen,Minimalist,Unreal,SEA,Mid-size,,2020-02-12,2019-10-07,2020-10-20,False,,,5.14,33860,47.5,20.05,8.15,3784,21.07,4.65,0.1,414.69,26.0,3.85,2394,1478,313.84,0.69,7.15,46.72,49.67,58.32,0.74,7.51,2335,159123.96,False,False,False,True,0,126320.65,3025,,Android,BR,CHK_107317
726,Game_726_Rush,Studio_6,com.studio80.game726,Action,Shooter,Freemium,No,Yes,Local,Teen,2D Cartoon,Unreal,US,Unknown,,2025-04-05,2024-11-11,2026-05-17,True,2025-08-05,2025-08-12,0.0,263468,22.59,9.63,3.75,11176,24.95,2.04,2.08,343.73,22.0,3.86,14915,6377,11472.15,0.58,5.94,11.57,1.87,93.77,0.86,12.29,2016,192726.41,True,False,False,False,0,138077.03,13080,7.0,Android,IN,CHK_100725
5101,Game_5101_Saga,Studio_919,com.studio1170.game5101,Racing,Bike Racing,Free,Yes,Yes,,Everyone,Anime,Custom,Global,Unknown,,2019-04-11,2019-03-07,2019-12-02,False,,,0.0,4532572,45.89,22.88,8.85,8970,20.55,4.18,4.8,272.503252821934,6.0,3.22,14170,9044,,1.04,5.61,17.12,46.03,56.64,0.7,5.11,662,766847.7911088375,False,False,False,True,0,857358.21,12843,,Android,IN,CHK_105100
979,Game_979_Arena,Studio_396,com.studio1032.game979,Simulation,City Builder,Free,No,No,Online,Everyone,Pixel,Custom,Europe,Indie,,2024-11-10,2024-07-08,2026-02-05,False,,,0.0,174191,22.1,14.45,4.58,6950,37.23,2.82,2.32,192.12,56.0,3.71,10448,4388,3183.42,0.53,5.76,2.81,5.46,97.12,1.15,10.75,388,107917.66,True,False,False,False,0,111455.98,12615,,Android,BR,CHK_100978
809,Game_809_Legends,Studio_2193,com.studio1593.game809,RPG,Turn-Based,Paid,No,No,Online,Mature 17+,Pixel,Godot,India,Unknown,,2021-10-25,2021-06-25,2022-02-21,False,,,2.52,16361,20.76,11.77,7.55,1728,18.98,3.25,3.28,208.72,25.0,3.96,1362,755,2505.25,0.33,7.86,0.0,7.53,96.81,1.76,7.53,544,33852.76,False,False,False,False,0,31577.18,1092,,Android,IN,CHK_100808
8490,Game_8490_Tycoon,Studio_1793,com.studio679.game8490,Sports,Cricket,Free,No,No,,Everyone,3D Realistic,Unity,Europe,Indie,Anime Collab,2020-06-11,,2021-08-04,False,,,0.0,22527,13.26,4.78,3.12,721,16.81,3.51,1.46,15.0,21.0,3.56,1744,775,1211.65,1.5,2.62,2.35,7.55,98.99,0.59,,2672,4520.17,False,True,True,True,0,3074.68,2305,,Android,IN,CHK_108489
1476,Game_1476_Tycoon,Studio_637,com.studio1198.game1476,Puzzle,Match-3,Free,Yes,Yes,Online,Teen,Anime,Godot,LATAM,Indie,Halloween,2023-10-07,2023-05-01,2024-10-09,False,,,0.0,374131,29.05,15.61,9.22,29610,29.45,4.19,0.96,217.88,61.0,3.58,14199,7352,15040.94,0.25,5.15,18.0,23.85,75.56,0.61,5.44,390,106415.48,True,True,True,False,0,68350.39,15614,,Android,IN,CHK_101475
6138,Game_6138_Quest,Studio_671,com.studio400.game6138,Puzzle,Sudoku,Free,Yes,Yes,Online,Teen,2D Cartoon,Godot,Global,AAA,,2021-06-26,2021-01-24,2023-04-19,True,2021-07-17,2021-08-01,0.0,1441743,32.91,18.52,9.32,147959,11.13,2.77,2.09,15.0,26.0,4.38,96980,52954,57354.68,0.62,4.31,26.57,49.95,61.4,0.91,12.86,1337,810902.94,True,False,True,True,1,661530.88,94997,15.0,Android,BR,CHK_106137
9177,Game_9177_Dash,Studio_555,com.studio639.game9177,Casual,Idle Clicker,Free,No,Yes,Local,Everyone,Minimalist,Unity,LATAM,Unknown,,2022-10-04,2022-05-12,2023-08-18,True,2023-02-06,2023-02-10,0.0,110920,32.35,15.38,4.96,3901,15.67,2.09,5.36,261.39,5.0,3.53,10350,4332,8716.24,0.81,2.69,12.44,2.07,96.15,2.82,,1537,105680.75,False,False,False,False,0,65168.49,14210,4.0,Android,IN,CHK_109176
9535,Game_9535_Tycoon,Studio_2094,com.studio876.game9535,Racing,Arcade Racing,Freemium,Yes,Yes,,Teen,Minimalist,Unity,US,Indie,,2023-04-15,2023-02-07,2023-08-10,False,,,0.0,4703,26.68,13.48,5.85,208,9.77,3.79,0.42,208.41,37.0,3.7,289,245,156.15,0.05,4.61,14.2,77.24,27.72,1.51,21.62,394,4696.26,True,False,False,False,0,4444.15,310,,Android,IN,CHK_109534
3963,Game_3963_Quest,Studio_1978,com.studio1897.game3963,Racing,Bike Racing,Paid,Yes,Yes,Online,Everyone,Pixel,Custom,LATAM,Unknown,,2023-07-07,2023-02-16,2024-03-21,False,,,2.69,292515,27.99,17.73,6.43,18257,7.03,4.74,2.13,194.78,39.0,3.59,14429,6436,,1.32,9.41,17.69,63.61,34.57,1.76,21.43,1827,1147935.41,False,False,False,False,0,742310.63,18859,,Android,IN,CHK_103962
6642,Game_6642_Dash,Studio_1071,com.studio161.game6642,RPG,MMORPG,Freemium,Yes,Yes,Online,Mature 17+,Minimalist,Unity,India,Unknown,,2020-07-21,2020-05-23,2021-11-28,False,,,0.0,80827,29.86,15.07,9.54,5250,25.72,3.61,0.49,152.9,34.0,3.46,8391,4875,,0.47,4.34,30.94,46.31,58.97,1.05,3.61,1634,13150.79,False,False,True,True,0,13741.2,10718,,Android,IN,CHK_106641
5071,Game_5071_Rush,Studio_157,com.studio1311.game5071,Sports,Basketball,Freemium,Yes,Yes,Online,Teen,Anime,Unity,India,Indie,Summer Fest,2019-09-11,2019-06-09,2020-10-14,True,2020-01-04,2020-01-23,0.0,93091,24.83,11.11,4.73,5556,12.38,2.88,2.14,171.46,23.0,3.49,6351,4504,,0.3,5.86,40.02,37.14,60.64,1.11,4.38,1736,24560.53,False,True,True,False,0,17462.47,8548,19.0,Android,IN,CHK_105070
1236,Game_1236_World,RareStudio_33,com.studio1485.game1236,Strategy,4X,Freemium,No,No,Both,Teen,Pixel,Unreal,SEA,Unknown,,2018-11-27,2018-07-08,2019-07-21,True,,2019-05-24,0.0,42988,25.57,18.36,8.52,2807,25.15,4.46,3.59,315.59,43.0,3.61,2875,1597,4371.72,0.8,2.64,0.0,5.74,90.28,0.97,5.7,1287,6468.83,False,False,False,True,0,5846.08,2865,,Android,IN,CHK_101235
1226,Game_1226_Quest,Studio_1325,com.studio504.game1226,Action,Endless Runner,Subscription,No,No,Local,Everyone,Minimalist,Godot,Global,Unknown,,2023-09-10,2023-07-03,2025-06-22,False,,,10.12,169995,11.47,7.79,4.35,6719,32.19,1.2,0.41,134.49,3.0,3.5,11587,8871,4431.83,0.58,3.38,13.85,0.15,100.0,1.47,8.11,782,1057390.37,True,False,False,False,0,903824.87,9695,,Android,IN,CHK_101225
1765,Game_1765_Legends,Studio_1108,com.studio1811.game1765,Puzzle,Sudoku,Free,Yes,Yes,,Mature 17+,Anime,Unity,SEA,Indie,,2024-04-20,2024-03-17,2025-04-04,False,,,0.0,22935,30.28,10.85,5.27,1501,16.48,2.54,2.34,113.94,72.0,3.36,2370,1024,705.87,1.11,3.7,21.07,38.08,68.31,0.77,3.32,381,2912.21,True,False,False,True,0,3036.33,3032,,Android,IN,CHK_101764
6486,Game_6486_Legends,Studio_433,com.studio259.game6486,Puzzle,Sudoku,Freemium,No,Yes,Both,Everyone,Minimalist,Unity,SEA,Indie,,2018-10-02,,2018-11-02,True,2018-12-18,2019-01-05,0.0,190049,35.25,13.08,8.13,9348,11.58,3.97,0.62,161.07,33.0,3.83,20387,14264,1686.11,0.73,6.21,12.88,6.67,92.11,0.48,5.47,568,64918.38,False,False,False,False,0,43613.7,18486,18.0,Android,IN,CHK_106485
5480,Game_5480_World,Studio_862,com.studio859.game5480,Action,Endless Runner,Free,Yes,Yes,,Everyone,Anime,Unity,LATAM,Indie,,2023-08-25,2023-02-27,2024-11-07,False,,,0.0,54599,22.51,10.27,5.03,1770,24.07,3.65,0.1,151.47,9.0,3.91,3955,1929,6050.66,0.93,5.74,38.55,42.67,55.58,0.95,12.71,413,40037.62,False,False,False,True,0,33935.54,5343,,Android,IN,CHK_105479
5263,Game_5263_Quest,Studio_2121,com.studio803.game5263,Puzzle,Physics Puzzle,Free,Yes,No,Online,Teen,3D Realistic,Unity,Europe,Mid-size,,2019-03-26,2019-01-21,2020-01-28,False,,,0.0,120875,22.85,13.64,3.69,5570,22.61,3.38,3.41,195.69,55.0,2.82,10794,5841,3869.11,1.57,1.23,22.01,74.51,35.73,1.3,11.68,1997,17733.17,False,False,True,False,0,13700.8,9015,,Android,IN,CHK_105262
4851,Game_4851_Arena,Studio_153,com.studio1716.game4851,Sports,Basketball,Free,Yes,Yes,Online,Teen,3D Realistic,Godot,India,AAA,,2025-07-08,2025-04-25,2025-07-15,True,2025-10-23,,0.0,599293,26.68,15.65,10.53,57723,25.41,1.07,0.1,172.01,46.0,4.03,22000,11085,,0.81,2.38,22.52,70.55,22.53,0.74,5.47,7371,81919.32,False,False,False,True,0,59835.12,28053,,Android,IN,CHK_104850
3218,Game_3218_Quest,Studio_1108,com.studio278.game3218,Action,Fighting,Free,No,Yes,Online,Mature 17+,Pixel,Unity,LATAM,Indie,,2018-07-28,2018-04-28,2020-06-21,False,,,0.0,1666023,14.02,7.23,4.11,73284,24.43,1.14,2.0,156.88,44.0,3.93,182583,133802,137534.77,0.55,4.37,0.0,4.56,90.82,0.78,4.12,2221,299957.45,True,False,False,True,0,194474.63,225844,,Android,IN,CHK_103217
288,Game_288_Quest,Studio_921,com.studio1188.game288,Strategy,Auto Chess,Paid,Yes,No,,Everyone,2D Cartoon,Unity,India,Indie,,2024-11-26,2024-07-13,2025-05-27,False,,,2.01,206543,22.42,9.28,5.93,14972,25.42,3.18,2.61,297.75,63.0,3.32,16730,11243,4477.31,1.02,9.16,29.47,83.81,19.73,0.72,2.41,1005,368435.74,False,False,False,False,0,407736.22,19211,,Android,IN,CHK_100287
5207,Game_5207_Dash,Studio_226,com.studio1856.game5207,Simulation,City Builder,Freemium,No,No,Local,Mature 17+,3D Realistic,Godot,India,Indie,,2024-07-04,2024-02-28,2025-05-28,False,,,0.0,1181856,24.98,18.64,7.87,2760,20.31,5.51,2.03,648.418366448059,58.0,3.85,4803,2766,54251.88679641576,0.64,3.71,4.95,0.11,93.7,0.44,1.59,272,16060.803452112828,False,False,False,True,0,12674.21,4992,,Android,IN,CHK_105206
2967,Game_2967_Rush,Studio_990,com.studio626.game2967,Sports,Football,Freemium,Yes,No,Online,Teen,Pixel,Unity,Global,Indie,,2018-08-27,2018-03-11,2019-01-23,True,2018-09-24,2018-10-02,0.0,91023,44.4,20.35,13.96,13835,18.92,4.25,4.35,253.91,44.0,3.36,10562,8282,1957.79,0.66,5.07,18.52,38.49,67.9,0.19,1.93,148,9675.36,False,False,False,True,0,10456.29,14141,8.0,Android,IN,CHK_102966
3165,Game_3165_Saga,Studio_1568,com.studio628.game3165,Puzzle,Physics Puzzle,Freemium,Yes,No,,Everyone,Minimalist,Unreal,Europe,AAA,,2018-10-11,2018-08-23,2019-12-18,False,,,0.0,233937,15.86,7.65,2.15,4580,19.85,1.21,1.79,163.26,20.0,3.5,8690,3084,12716.6,1.03,0.1,27.78,29.13,78.89,0.87,8.87,2510,2456.72,False,False,False,True,0,2888.49,12748,,Android,IN,CHK_103164
6209,Game_6209_Saga,Studio_386,com.studio1102.game6209,Strategy,4X,Freemium,No,No,,Everyone,2D Cartoon,Unity,LATAM,Indie,,2018-05-07,2017-11-21,2018-05-20,True,2018-10-16,2018-11-07,0.0,125104,23.62,17.07,9.11,7510,16.33,2.82,3.31,52.67,16.0,3.39,6905,2959,2752.02,1.2,3.86,0.0,4.05,91.85,1.19,12.48,1092,60266.1,False,False,False,False,0,37402.51,5691,22.0,Android,IN,CHK_106208
9027,Game_9027_World,Studio_1101,com.studio321.game9027,RPG,Turn-Based,Free,Yes,No,Online,Everyone,Anime,Unity,India,Unknown,,2023-02-14,2022-12-18,2024-02-22,False,,,0.0,147268,44.75,29.57,12.9,11602,37.97,4.4,1.74,167.0,60.0,4.06,11274,4374,5070.87,1.11,0.1,33.89,58.51,40.31,0.3,3.6,578,1709.74,False,False,False,True,0,1780.55,11336,,Android,IN,CHK_109026
1658,Game_1658_Dash,Studio_2,com.studio1206.game1658,Action,Battle Royale,Free,Yes,Yes,,Mature 17+,3D Realistic,Custom,India,Mid-size,,2022-05-19,2021-12-31,2023-11-27,False,,,0.0,19369,42.81,16.71,4.6,1145,23.56,3.82,4.16,345.38,21.0,3.21,1871,1508,1389.03,1.53,7.13,41.33,26.47,74.56,1.07,15.06,7866,20939.97,False,False,False,True,0,16825.47,2785,,Android,IN,CHK_101657
1976,Game_1976_Arena,Studio_1851,com.studio483.game1976,RPG,Idle RPG,Freemium,Yes,Yes,,Everyone,3D Realistic,Unity,India,Indie,,2020-10-15,2020-07-13,2022-09-04,False,,,0.0,145785,23.6,14.4,7.17,7005,19.42,3.51,5.01,15.0,24.0,3.08,13808,7086,14194.55,0.74,7.44,29.74,62.18,45.7,1.08,10.19,323,111149.84,False,False,False,True,0,101482.44,13304,,Android,IN,CHK_101975
2398,Game_2398_Arena,Studio_988,com.studio308.game2398,Strategy,Tower Defense,Freemium,Yes,No,Online,Everyone,Pixel,Unity,India,Indie,,2022-07-22,2022-04-21,2023-08-09,False,,,0.0,30509,18.81,12.88,4.38,1836,15.96,4.33,4.9,154.05,40.0,3.23,3378,2766,1131.24,0.77,4.79,28.29,42.33,54.94,0.56,3.19,1608,4817.63,False,False,False,True,0,5709.69,4802,,Android,IN,CHK_102397
453,Game_453_Legends,Studio_1218,com.studio1843.game453,Puzzle,Word,Freemium,Yes,No,Online,Everyone,Minimalist,Unity,Global,Indie,Summer Fest,2025-07-02,2025-06-03,2025-12-28,True,2025-11-03,2025-11-13,0.0,133980,42.94,20.14,8.25,10668,7.53,4.16,4.38,244.05,24.0,3.42,15536,12163,6045.44,0.95,2.19,29.98,78.38,23.74,0.27,3.58,534,11463.78,False,True,False,True,0,11799.68,13975,10.0,Android,US,CHK_100452
2711,Game_2711_Rush,Studio_1138,com.studio1169.game2711,Puzzle,Sudoku,Paid,Yes,Yes,,Mature 17+,3D Realistic,Unity,Europe,Unknown,Summer Fest,2018-12-18,2018-08-08,2019-04-12,False,,,4.94,29103,44.52,23.22,8.88,2503,6.53,2.58,2.43,185.07,15.0,3.64,2663,1490,,0.69,10.54,27.2,26.95,66.64,0.8,6.68,1662,139311.99,False,True,True,True,0,163203.73,2548,,Android,IN,CHK_102710
9723,Game_9723_Tycoon,Studio_758,com.studio130.game9723,Simulation,Tycoon,Paid,Yes,Yes,,Teen,3D Realistic,Unity,US,Indie,,2025-06-10,2025-02-22,2026-09-05,False,,,2.56,98059,27.66,15.13,7.14,7905,18.54,3.55,1.33,244.67,23.0,3.6,4939,1863,4259.33,0.62,9.67,26.46,51.45,48.32,0.96,4.27,1502,192082.12,False,False,False,True,0,186342.71,7256,,Android,IN,CHK_109722
3682,Game_3682_Dash,Studio_13,com.studio1604.game3682,Sports,Football,Freemium,Yes,Yes,,Everyone,Pixel,Godot,India,Mid-size,,2019-01-10,2018-10-12,2020-09-16,False,,,0.0,1434105,45.41,30.04,14.07,156308,16.45,2.03,3.56,225.08,68.0,4.36,57320,36158,9973.64,0.48,6.85,35.47,71.74,27.81,1.16,4.84,254,492095.91,False,False,True,False,1,317347.85,46737,,Android,IN,CHK_103681
423,Game_423_Rush,Studio_699,com.studio595.game423,Strategy,4X,Freemium,Yes,Yes,,Everyone,Minimalist,Unity,LATAM,Indie,Halloween,2023-05-09,,2024-06-26,False,,,0.0,23712,22.52,9.68,5.37,1365,15.02,4.13,2.63,262.52,17.0,3.66,1978,1377,414.21,0.48,6.01,26.94,59.01,44.19,0.62,4.03,1192,5853.44,False,True,True,True,0,6942.32,2006,,Android,US,CHK_100422
6259,Game_6259_Dash,Studio_491,com.studio1602.game6259,Racing,Drag Racing,Free,Yes,No,Online,Everyone,2D Cartoon,Unity,LATAM,Indie,,2019-07-03,2019-01-26,2020-04-21,True,2019-10-29,2019-11-25,0.0,1155400,24.29,9.87,2.63,33568,13.12,2.46,3.09,160.42,13.0,3.27,77512,59316,24953.86,0.11,3.53,42.95,72.06,22.18,0.58,6.66,1968,275957.47,False,False,False,True,0,309619.63,67883,27.0,Android,IN,CHK_106258
658,Game_658_Quest,Studio_1281,com.studio1483.game658,Casual,Hypercasual,Freemium,Yes,Yes,Online,Everyone,Anime,Unity,US,Indie,,2023-04-24,2023-01-25,2023-05-12,False,,,0.0,207854,48.53,31.98,20.69,54378,13.92,2.12,0.71,330.06,21.0,4.39,16196,8801,1080.52,0.88,5.09,38.64,30.17,65.98,1.29,12.06,2039,133895.51,False,False,False,False,0,145281.65,16162,,Android,IN,CHK_100657
3302,Game_3302_Saga,Studio_367,com.studio1790.game3302,Racing,Arcade Racing,Freemium,No,No,Online,Teen,Pixel,Unity,Global,Indie,Christmas,2019-06-25,2019-01-28,2019-11-08,False,,,0.0,66700,46.5,28.94,16.0,13820,18.99,3.02,0.1,120.84,46.0,3.93,7638,6088,1655.91,0.86,0.66,0.0,9.3,87.79,0.36,5.06,127,2227.51,False,True,True,True,0,2658.64,6750,,Android,IN,CHK_103301
6042,Game_6042_Arena,Studio_665,com.studio1467.game6042,Puzzle,Sudoku,Freemium,Yes,No,Online,Teen,Minimalist,Unity,India,Unknown,,2023-08-31,2023-07-06,2023-12-21,False,,,0.0,67468,34.19,21.72,8.24,6523,13.14,3.36,2.19,235.95,18.0,3.64,7595,3486,5010.56,0.39,5.61,45.08,44.04,59.16,1.01,13.48,76,51903.36,False,False,True,True,0,59309.21,10411,,Android,US,CHK_106041
2846,Game_2846_Legends,Studio_1682,com.studio304.game2846,Strategy,Auto Chess,Paid,No,Yes,Both,Everyone,Pixel,Unity,LATAM,Mid-size,,2025-03-13,2025-02-16,2025-05-10,True,2025-04-09,2025-04-15,4.07,30871,18.36,6.98,3.25,770,11.13,2.02,3.7,217.96,33.0,3.59,2135,1048,783.14,0.65,12.66,3.99,0.34,100.0,2.86,14.44,699,148393.47,False,False,False,True,0,177272.69,3121,6.0,Android,IN,CHK_102845
6221,Game_6221_World,Studio_809,com.studio753.game6221,Puzzle,Word,Free,No,Yes,,Everyone,Pixel,Unreal,India,Unknown,IPL,2020-07-16,2020-03-02,2020-09-05,True,2020-10-11,,0.0,82891,41.02,21.73,9.16,5463,11.49,2.69,2.69,159.99,66.0,3.66,1807,1429,1298.22,1.13,3.43,7.72,7.44,84.91,0.96,8.78,1327,25089.48,False,True,False,True,0,18979.61,2143,,Android,BR,CHK_106220
7743,Game_7743_Arena,Studio_327,com.studio1229.game7743,RPG,Dungeon Crawler,Subscription,No,Yes,,Everyone,Minimalist,Unity,India,Mid-size,Summer Fest,2020-01-12,2019-09-19,2020-08-05,True,2020-05-22,2020-06-12,1.95,153377,36.41,15.02,8.76,11699,24.52,3.24,3.9,254.99,47.0,3.7,10370,6520,8882.8,1.04,7.74,0.0,5.5,91.22,0.63,9.21,460,340086.04,True,True,False,False,0,247996.67,9949,21.0,Android,IN,CHK_107742
1002,Game_1002_Saga,Studio_2077,com.studio2084.game1002,Sports,Cricket,Freemium,Yes,Yes,,Teen,3D Realistic,Unity,India,Unknown,,2023-10-10,,2025-07-26,False,,,0.0,36368,42.81,17.39,9.17,2060,19.76,3.04,2.88,45.74,59.0,3.74,1055,640,516.07,1.65,3.35,33.14,54.81,53.2,0.85,12.56,1365,15507.0,False,False,False,False,0,12642.36,1195,,Android,IN,CHK_101001
4199,Game_4199_Tycoon,Studio_375,com.studio2100.game4199,Casual,Party Game,Paid,Yes,Yes,,Teen,3D Realistic,Unity,Europe,Mid-size,Christmas,2018-11-29,2018-10-18,2019-11-08,False,,,7.49,14905,31.26,17.76,6.1,999,11.09,2.84,1.19,150.92,24.0,3.79,1658,670,1197.82,0.6,10.14,24.62,46.92,59.43,1.02,4.13,1115,93161.16,False,True,True,True,0,73538.27,2092,,Android,IN,CHK_104198
2419,Game_2419_Saga,Studio_1348,com.studio655.game2419,Strategy,4X,Freemium,Yes,Yes,,Everyone,3D Realistic,Unity,India,Unknown,Anime Collab,2022-02-16,2021-08-21,2022-06-22,True,2022-05-08,2022-05-25,0.0,39981,37.82,25.53,14.23,5403,24.0,1.49,3.32,278.52,36.0,3.54,4151,2721,,1.18,5.94,26.63,54.95,49.04,1.17,4.22,549,10453.6,False,True,False,True,0,9555.52,5855,17.0,Android,IN,CHK_102418
8688,Game_8688_Dash,Studio_1117,com.studio1112.game8688,Sports,Cricket,Subscription,Yes,No,,Teen,Anime,Unity,SEA,Indie,,2019-07-01,,2021-03-31,False,,,6.76,12221,45.12,15.82,4.19,458,21.96,3.8,1.7,181.07,7.0,3.71,777,474,718.32,0.79,3.88,48.03,66.55,35.3,0.84,5.66,939,57600.7,False,False,False,False,0,67360.88,1027,,Android,IN,CHK_108687
8460,Game_8460_World,Studio_1050,com.studio1178.game8460,Puzzle,Physics Puzzle,Paid,Yes,No,Online,Teen,Minimalist,Unity,SEA,Unknown,,2021-09-13,2021-05-02,2022-02-28,False,,,1.28,15730,42.73,28.44,10.56,1741,16.62,3.84,1.17,221.77,32.0,4.0,1654,826,621.34,0.91,4.69,35.45,54.78,44.44,0.38,4.39,747,20061.77,False,False,False,True,0,13631.81,2079,,Android,IN,CHK_108459
3848,Game_3848_World,Studio_1352,com.studio1972.game3848,Simulation,Life Sim,Freemium,Yes,No,Local,Teen,Pixel,Unity,US,Indie,Halloween,2019-02-22,2019-01-27,2019-03-18,False,,,0.0,80733,42.51,30.28,8.24,4765,17.11,2.57,2.77,184.57,43.0,4.1,6611,3381,2170.77,0.74,6.26,32.18,22.77,74.19,0.55,,2878,33765.12,False,True,False,True,0,28508.22,8162,,Android,IN,CHK_103847
962,Game_962_World,Studio_2002,com.studio1456.game962,Casual,Hypercasual,Free,Yes,No,,Teen,3D Realistic,Unity,US,Indie,,2023-01-23,2022-10-30,2024-09-18,False,,,0.0,180449,26.67,17.28,6.19,8505,14.92,2.46,1.7,467.35,3.0,3.61,8413,4068,7725.28,0.85,5.59,28.59,82.29,22.73,0.79,11.11,1555,112797.14,False,False,False,False,0,131026.78,9053,,Android,IN,CHK_100961
1581,Game_1581_Tycoon,Studio_1988,com.studio1663.game1581,Casual,Idle Clicker,Freemium,Yes,Yes,Both,Everyone,Anime,Unreal,LATAM,Mid-size,Christmas,2022-04-23,2021-11-05,2024-03-09,False,,,0.0,11062,36.22,19.27,12.43,1373,16.81,5.03,2.3,103.3,52.0,3.47,675,271,301.13,0.65,5.92,10.12,34.12,65.6,0.78,7.95,3560,5247.9,True,True,False,True,0,5148.37,834,,Android,IN,CHK_101580
8232,Game_8232_Dash,Studio_1512,com.studio1684.game8232,Strategy,Tower Defense,Free,Yes,Yes,Online,Everyone,Pixel,Unity,SEA,Mid-size,,2022-04-29,2022-02-15,2023-02-01,False,,,0.0,167728,37.95,22.49,14.61,32976,23.79,3.28,1.49,150.36,59.0,4.16,7655,2720,1107.37,0.79,4.44,30.5,34.87,58.39,1.42,13.96,518,106979.14,False,False,True,True,0,118177.1,10504,,Android,IN,CHK_108231
2207,Game_2207_Arena,Studio_1518,com.studio1832.game2207,Action,Battle Royale,Free,No,Yes,,Everyone,Minimalist,Unity,LATAM,Unknown,Halloween,2019-03-02,2018-09-29,2020-03-31,False,,,0.0,147205,32.36,23.7,12.39,16821,21.76,3.53,1.13,137.85,42.0,4.04,8641,3419,3220.92,1.41,4.82,2.41,0.45,100.0,0.65,7.41,746,52697.65,True,True,False,True,0,48902.46,7649,,Android,IN,CHK_102206
9965,Game_9965_Quest,Studio_1139,com.studio2115.game9965,Casual,Idle Clicker,Freemium,Yes,Yes,Online,Mature 17+,2D Cartoon,Unreal,SEA,Mid-size,,2022-09-11,2022-04-04,2023-12-05,False,,,0.0,81017,40.1,26.82,17.16,15732,7.64,2.96,1.46,34.72,3.0,4.23,5373,4031,4361.16,0.59,7.67,26.59,69.64,29.63,0.73,,320,18219.17,True,False,True,True,0,18069.87,4452,,Android,BR,CHK_109964
6080,Game_6080_Quest,Studio_1754,com.studio1561.game6080,Racing,Bike Racing,Freemium,Yes,No,,Teen,Minimalist,Unity,Global,Indie,,2018-01-16,2017-07-30,2019-05-03,True,,2018-02-18,0.0,162517,28.63,16.43,6.21,10273,22.01,3.04,4.49,21.79,16.0,3.8,3767,2420,1611.97,1.12,1.33,30.49,69.41,29.36,0.94,5.85,1080,13584.31,False,False,False,True,0,15855.91,4209,,Android,IN,CHK_106079
4232,Game_4232_Legends,Studio_1357,com.studio1334.game4232,Casual,Rhythm Rogue,Paid,Yes,Yes,Local,Everyone,Minimalist,Godot,SEA,Unknown,Summer Fest,2023-05-26,2022-12-03,2025-01-02,True,2023-07-21,2023-08-14,7.02,1076255,44.91,26.78,9.63,120586,19.26,2.32,0.48,256.44,63.0,3.85,115785,98086,160866.86,0.35,13.19,54.57,80.3,13.14,1.08,16.07,1164,6907752.9,False,True,True,True,1,6107476.28,140614,24.0,Android,IN,CHK_104231
758,Game_758_World,Studio_1918,com.studio1969.game758,Puzzle,Sudoku,Paid,No,Yes,Both,Everyone,3D Realistic,Unity,SEA,Unknown,IPL,2023-05-12,2023-02-07,2024-10-30,False,,,2.34,22261,31.81,19.68,10.58,3182,3.0,4.57,1.99,315.95,63.0,4.15,941,371,136.07,1.11,13.12,6.23,3.94,96.4,0.52,5.72,1173,46728.07,False,True,False,False,0,43598.59,1264,,Android,US,CHK_100757
2285,Game_2285_World,Studio_1126,com.studio805.game2285,Sports,Basketball,Free,Yes,Yes,,Mature 17+,2D Cartoon,Unity,LATAM,Indie,,2020-02-07,2019-10-17,2021-01-13,False,,,0.0,54584,19.44,8.73,4.92,3623,17.37,4.05,3.69,188.52,40.0,3.46,3089,2133,562.51,0.82,4.3,32.58,48.01,45.66,0.68,8.47,583,20234.15,False,False,False,True,0,23757.92,2914,,Android,IN,CHK_102284
